user_id,book_id,rating
679,4292,5.0
631,1324,5.0
675,1415,5.0
474,599,3.0
742,4280,4.0
1577,6459,4.0
1748,1666,4.0
1255,4613,4.0
1622,467,4.0
621,625,4.0
1002,7043,5.0
700,7433,4.0
486,4021,3.0
1643,389,4.0
372,1368,3.0
359,153,4.0
243,523,4.0
1529,1140,3.0
461,4556,5.0
1913,4033,4.0
39,69,4.0
1408,6588,3.0
311,473,4.0
1244,9382,2.0
660,3796,4.0
1664,6682,4.0
266,1741,3.0
704,5970,5.0
1071,1060,5.0
609,84,3.0
1212,2971,3.0
1410,4343,2.0
216,8204,5.0
958,1457,4.0
927,215,2.0
67,1996,2.0
1975,7040,4.0
1036,202,5.0
240,4884,5.0
1488,4766,4.0
1209,9311,4.0
1516,77,5.0
1170,782,5.0
845,615,5.0
741,9187,5.0
1075,2042,3.0
893,6987,5.0
383,1998,4.0
182,3085,4.0
1769,37,3.0
1326,2544,3.0
1885,9846,4.0
729,2929,5.0
326,1820,2.0
1694,1259,4.0
227,745,5.0
1308,3548,5.0
132,71,2.0
1690,3932,1.0
1417,445,4.0
1677,2952,4.0
1637,542,5.0
1707,5848,5.0
657,374,5.0
1342,254,5.0
586,7747,3.0
1705,2246,3.0
756,2778,5.0
840,84,4.0
440,3163,5.0
434,318,5.0
428,19,3.0
1348,1332,3.0
1050,374,5.0
136,2067,5.0
927,9341,3.0
407,5145,5.0
737,3026,4.0
743,7050,5.0
1652,590,5.0
330,602,3.0
1055,1451,4.0
875,1000,4.0
468,358,4.0
1265,8191,5.0
1363,5700,3.0
1640,384,5.0
1880,7141,4.0
749,8237,3.0
1134,8738,5.0
1135,1356,5.0
744,1717,4.0
1020,391,3.0
1174,5380,5.0
1521,2698,5.0
857,275,3.0
536,5118,5.0
1393,4133,5.0
1993,6166,1.0
460,1404,4.0
1263,4930,5.0
119,593,4.0
591,3067,5.0
1622,257,5.0
1955,9308,5.0
1926,3267,4.0
510,292,3.0
1517,488,5.0
1225,379,3.0
1718,3680,3.0
937,3315,4.0
360,3963,4.0
433,4034,3.0
1904,74,5.0
677,7050,2.0
669,6704,5.0
652,1108,2.0
249,19,5.0
341,4191,4.0
813,1329,4.0
778,4425,2.0
552,7660,3.0
728,1131,2.0
338,589,4.0
390,8535,3.0
1441,4034,4.0
1149,421,5.0
35,77,4.0
1051,7438,4.0
303,3735,5.0
1504,4904,4.0
1299,4626,4.0
223,1360,4.0
922,3048,4.0
751,6652,4.0
829,160,4.0
598,5346,4.0
62,1982,5.0
228,593,3.0
42,2398,4.0
1847,469,4.0
1100,5176,3.0
1455,4398,3.0
1306,8537,5.0
1095,4925,4.0
814,2506,5.0
36,1421,3.0
137,10,3.0
610,80,5.0
773,299,5.0
1503,1727,3.0
302,232,2.0
1411,3703,4.0
468,529,5.0
876,257,5.0
1288,338,4.0
907,339,3.0
1996,3492,3.0
1952,327,5.0
1328,7817,3.0
444,288,4.0
1580,1398,4.0
1790,29,4.0
1687,6067,2.0
1122,35,3.0
655,2382,3.0
844,1789,1.0
265,1795,2.0
875,589,5.0
355,57,5.0
324,4488,3.0
482,356,4.0
1739,8281,5.0
967,4529,5.0
978,2716,3.0
355,4781,5.0
27,821,3.0
1200,1700,5.0
1371,261,3.0
989,1100,3.0
1648,3728,5.0
22,1157,3.0
1495,236,4.0
1583,306,5.0
123,3487,4.0
748,905,2.0
1687,18,1.0
872,71,5.0
769,3287,4.0
781,1815,5.0
1100,7711,4.0
1581,9479,3.0
134,1605,5.0
1595,155,5.0
397,763,5.0
1758,9608,4.0
1172,3564,4.0
1585,9291,5.0
1276,7008,4.0
817,925,5.0
1593,585,4.0
24,300,5.0
396,335,5.0
1209,391,4.0
781,6135,5.0
1525,1777,3.0
180,1272,2.0
1266,5614,4.0
156,1606,4.0
1393,1853,5.0
1708,8850,4.0
1902,270,5.0
442,0,4.0
860,795,5.0
1021,445,5.0
1487,4475,3.0
398,718,5.0
1210,6166,5.0
1381,1362,4.0
138,1926,2.0
956,2533,4.0
1311,203,5.0
20,601,5.0
1101,208,5.0
212,7039,5.0
722,6135,5.0
1750,3144,5.0
1771,4147,5.0
1586,9153,4.0
1883,2779,3.0
185,669,2.0
1442,6213,5.0
1158,3050,3.0
190,304,4.0
670,3340,3.0
1564,2785,5.0
1201,7220,2.0
1921,9873,5.0
225,6441,5.0
188,3505,4.0
161,339,3.0
1921,8875,4.0
1692,3162,5.0
532,5869,5.0
1246,797,5.0
1535,9922,2.0
371,31,5.0
1941,1607,5.0
1564,426,4.0
189,393,3.0
749,7996,5.0
1349,4534,4.0
847,4200,5.0
368,2314,4.0
1929,3886,4.0
750,419,5.0
1682,4924,5.0
454,1425,1.0
1411,196,4.0
336,615,1.0
1445,5720,5.0
1179,7465,4.0
424,5663,4.0
913,824,3.0
75,1599,3.0
702,7968,3.0
46,1180,5.0
950,1,1.0
1777,615,5.0
300,5639,3.0
585,2233,4.0
656,1528,1.0
150,382,3.0
820,7168,5.0
1514,1449,4.0
1268,473,5.0
672,34,5.0
1428,7706,3.0
1867,3116,5.0
1564,300,5.0
558,1864,5.0
1316,7691,4.0
1458,47,5.0
1414,5053,4.0
1393,80,5.0
1849,6263,4.0
1511,5059,4.0
1819,2450,4.0
1514,607,5.0
1570,9866,4.0
1261,236,5.0
530,63,4.0
397,84,5.0
1346,391,5.0
53,16,5.0
745,3067,5.0
1369,8948,3.0
151,946,4.0
1501,2789,5.0
1079,7384,2.0
1266,281,3.0
1119,4234,4.0
1328,7421,3.0
1500,7691,5.0
937,1668,4.0
1075,767,4.0
1835,7624,5.0
1932,1871,3.0
962,197,4.0
971,841,4.0
1824,3068,3.0
157,1101,5.0
1925,1952,5.0
1321,6697,5.0
161,214,3.0
1984,1297,4.0
642,782,5.0
1387,7017,3.0
1595,2788,5.0
1833,4873,4.0
167,3284,5.0
1770,463,4.0
1933,642,2.0
1024,7875,4.0
1930,61,4.0
554,6058,4.0
131,8262,4.0
573,6136,4.0
194,5686,4.0
217,203,3.0
11,1056,3.0
1290,5787,5.0
168,6764,4.0
86,15,4.0
1503,5215,4.0
1296,19,5.0
1032,5859,5.0
1461,7043,3.0
1663,9084,5.0
179,2282,5.0
1283,7320,4.0
73,1032,3.0
391,1770,3.0
548,988,3.0
1007,2474,3.0
1308,7395,5.0
1081,1436,5.0
621,287,4.0
980,6625,5.0
916,158,4.0
501,3418,5.0
122,1789,4.0
34,1007,4.0
234,4507,3.0
1120,160,5.0
83,3901,4.0
1471,684,4.0
1221,4870,4.0
248,717,5.0
154,669,5.0
982,256,5.0
634,1422,2.0
1556,5508,3.0
235,448,3.0
178,3051,4.0
1511,4529,3.0
795,1844,4.0
729,1380,4.0
1414,349,3.0
1870,9781,4.0
1726,9600,4.0
631,2881,3.0
533,251,5.0
395,8230,3.0
823,5262,4.0
111,790,4.0
826,9849,4.0
851,771,5.0
798,663,2.0
811,8223,2.0
1556,335,5.0
936,66,4.0
810,4063,5.0
100,325,5.0
981,6515,4.0
1461,9693,4.0
24,713,4.0
401,16,5.0
565,1804,3.0
913,941,4.0
645,9225,4.0
1084,37,5.0
1564,2952,4.0
327,765,3.0
1784,299,5.0
913,726,4.0
493,9066,3.0
790,5228,3.0
91,319,5.0
1400,391,5.0
228,659,3.0
867,333,3.0
1183,8947,4.0
1798,174,3.0
649,3560,4.0
1472,7089,4.0
1051,8488,4.0
1298,8566,2.0
68,430,4.0
1235,1025,4.0
1531,1425,4.0
288,1508,4.0
10,4600,4.0
39,1424,4.0
741,5357,4.0
1204,3665,2.0
54,25,4.0
1017,2387,4.0
349,7590,3.0
621,270,2.0
911,445,5.0
1544,9299,5.0
650,1425,3.0
437,6854,4.0
977,5684,5.0
483,2824,3.0
1774,2850,4.0
1105,169,5.0
598,511,3.0
1357,1855,2.0
490,7855,4.0
751,2756,4.0
854,6325,4.0
1052,3388,5.0
1878,81,4.0
1303,615,3.0
224,1273,5.0
1895,1718,5.0
768,3112,5.0
549,102,4.0
592,362,3.0
1896,9336,3.0
172,1965,5.0
150,5520,4.0
1913,8411,4.0
1319,1883,4.0
229,803,4.0
1023,9056,5.0
1638,422,4.0
833,4410,4.0
505,4447,4.0
780,6583,4.0
797,120,5.0
1254,295,5.0
1754,222,4.0
21,4425,3.0
896,424,4.0
1632,441,3.0
1323,3484,5.0
1832,3166,4.0
1039,438,5.0
18,494,5.0
1474,2261,5.0
842,8407,4.0
1160,1413,4.0
557,337,5.0
680,3362,5.0
1828,685,4.0
866,6106,4.0
763,3,4.0
1320,901,5.0
1517,5868,5.0
423,2959,4.0
1205,3162,3.0
1554,394,5.0
769,2463,3.0
996,31,4.0
952,1054,5.0
1047,6333,4.0
171,762,4.0
1407,4703,4.0
534,4663,5.0
299,37,5.0
847,4813,1.0
291,1812,3.0
438,7818,4.0
1335,895,2.0
204,198,4.0
1275,7447,5.0
1712,66,5.0
78,1656,4.0
134,35,3.0
880,6675,4.0
416,6710,4.0
430,71,5.0
851,1390,2.0
1182,8503,4.0
1584,5332,4.0
255,905,4.0
1243,84,5.0
1695,386,5.0
1326,4792,5.0
1900,4837,2.0
1583,2787,4.0
43,17,5.0
1957,700,5.0
665,334,3.0
578,300,4.0
1277,3981,4.0
182,70,4.0
1812,8558,5.0
1074,6420,1.0
961,1870,4.0
1859,1969,3.0
618,2297,4.0
1373,1102,5.0
1360,7465,5.0
1028,7736,5.0
353,3420,5.0
756,5241,5.0
492,8984,4.0
1277,6912,4.0
1456,2128,5.0
1561,8675,2.0
269,47,3.0
1068,305,5.0
1862,7208,5.0
1608,3325,4.0
676,6135,3.0
1768,4147,2.0
173,24,3.0
599,2907,3.0
1385,4915,3.0
1773,8952,5.0
1277,5414,4.0
1885,703,5.0
1301,9109,5.0
1366,5232,5.0
1897,5782,4.0
183,3018,2.0
710,964,5.0
687,736,4.0
415,3791,5.0
279,183,4.0
1004,8624,3.0
1120,748,4.0
1659,701,5.0
1126,9317,3.0
1186,467,5.0
1267,1109,3.0
1552,1413,5.0
232,5588,5.0
1525,649,4.0
1363,4911,3.0
1535,8911,2.0
1583,64,5.0
381,4997,4.0
182,77,3.0
248,1860,4.0
1346,778,5.0
1346,209,5.0
1312,390,4.0
1125,7956,1.0
618,101,4.0
546,5972,4.0
818,1446,3.0
1994,607,2.0
1846,8389,5.0
1504,266,5.0
427,1609,4.0
1815,3564,3.0
419,8907,3.0
204,634,5.0
669,5970,5.0
894,246,2.0
1288,700,3.0
1146,8952,4.0
678,5083,4.0
1424,466,4.0
576,4584,5.0
1286,318,3.0
963,5053,3.0
1954,1041,5.0
959,194,4.0
215,2778,5.0
1557,9878,4.0
1078,9281,4.0
964,9574,3.0
1070,1335,1.0
296,310,5.0
833,8482,4.0
958,2729,5.0
82,44,4.0
1877,1495,3.0
545,5469,4.0
550,1735,3.0
894,3727,3.0
554,5872,3.0
252,244,3.0
115,2139,2.0
967,553,4.0
1795,1422,3.0
1894,3928,1.0
1186,6274,4.0
741,6954,4.0
1581,5188,4.0
1224,3535,5.0
373,9082,4.0
1223,3036,4.0
83,1965,4.0
138,2493,2.0
936,524,5.0
1052,7322,4.0
758,550,5.0
393,1425,4.0
1964,5624,3.0
1297,1926,3.0
1079,7818,4.0
447,8778,4.0
873,998,3.0
1581,958,3.0
615,3362,3.0
305,3445,2.0
50,214,5.0
1902,0,5.0
878,3213,5.0
1030,880,1.0
99,701,3.0
1717,31,3.0
502,4952,4.0
885,5640,5.0
1227,1946,5.0
1951,8961,4.0
128,75,3.0
1427,7996,4.0
1969,8315,4.0
1121,3033,5.0
1214,8046,5.0
130,903,3.0
300,5565,3.0
161,1028,3.0
1261,8649,4.0
413,469,4.0
1842,198,3.0
176,6295,4.0
669,7681,4.0
1301,7164,4.0
943,495,3.0
977,2694,4.0
1465,4601,5.0
1367,350,4.0
1050,4547,3.0
1428,4614,5.0
248,1496,4.0
1649,3418,4.0
905,1126,5.0
1627,5941,5.0
685,4768,4.0
1626,5739,5.0
1453,6602,4.0
1527,4953,5.0
214,15,3.0
165,77,3.0
1157,2775,3.0
768,584,2.0
1417,9400,4.0
1669,2020,5.0
363,4855,3.0
768,389,2.0
368,2043,2.0
1814,7392,5.0
93,3434,4.0
89,162,4.0
1558,1157,5.0
1764,42,3.0
369,784,4.0
124,5523,5.0
1408,1195,4.0
1025,3805,5.0
1620,5299,5.0
61,1438,2.0
1588,8298,4.0
458,103,3.0
540,106,4.0
4,756,5.0
1860,7944,3.0
211,2308,3.0
441,393,1.0
199,3329,4.0
1037,1681,3.0
617,84,4.0
1819,47,3.0
805,4860,3.0
637,602,3.0
1813,1229,5.0
1890,472,5.0
1488,335,5.0
1051,8022,4.0
1571,607,5.0
323,9331,5.0
1962,4707,4.0
1862,1489,5.0
977,2698,4.0
535,939,5.0
1097,364,3.0
944,38,3.0
278,5233,3.0
212,5186,5.0
1008,71,5.0
658,1033,3.0
948,1461,5.0
339,782,5.0
579,607,3.0
722,3063,4.0
1354,6012,5.0
375,1033,3.0
1132,719,4.0
81,1145,4.0
708,1425,2.0
77,686,4.0
1695,513,3.0
479,5547,3.0
1630,6215,4.0
978,2901,1.0
886,2428,5.0
485,233,4.0
1315,3656,5.0
180,782,3.0
825,2817,3.0
337,2859,5.0
133,4197,4.0
712,119,5.0
669,3315,4.0
647,5508,5.0
437,1418,3.0
394,3923,4.0
883,472,5.0
237,899,3.0
31,990,4.0
1553,214,4.0
117,2975,5.0
1434,8752,4.0
963,5515,3.0
1646,1745,4.0
1593,1119,5.0
280,1080,3.0
1040,9550,4.0
1803,299,4.0
1564,1554,3.0
735,1368,3.0
1041,6338,5.0
1981,1988,2.0
667,778,5.0
1428,4425,3.0
1160,335,2.0
66,2719,5.0
1191,241,4.0
1882,0,5.0
1464,235,4.0
534,4314,4.0
1858,7602,3.0
631,591,3.0
616,2089,3.0
1066,6842,4.0
1468,9021,4.0
1317,2015,3.0
1171,205,5.0
168,7632,3.0
33,237,3.0
10,4965,4.0
926,2266,5.0
976,7660,4.0
1675,4794,4.0
1770,3036,4.0
375,1455,4.0
640,1538,3.0
1443,4499,5.0
1622,1,5.0
972,7605,5.0
1820,729,5.0
1064,2029,5.0
225,2114,3.0
749,4631,3.0
303,1014,3.0
62,1375,4.0
276,4396,1.0
217,1646,5.0
750,1106,4.0
1124,5333,2.0
837,526,2.0
51,363,5.0
508,5479,5.0
537,1022,5.0
56,10,3.0
64,1301,3.0
682,583,2.0
1338,205,5.0
395,6608,4.0
554,988,5.0
786,6430,3.0
1484,650,4.0
1307,237,4.0
440,1499,5.0
1330,1211,5.0
180,531,3.0
163,20,4.0
1994,1764,3.0
496,3,3.0
256,688,2.0
1150,392,5.0
581,10,5.0
1277,2423,5.0
434,592,5.0
1589,3807,3.0
728,3,3.0
1288,1092,4.0
864,695,3.0
314,778,4.0
528,7045,4.0
358,216,2.0
1696,1810,2.0
831,996,5.0
947,8762,4.0
1267,2233,5.0
514,4488,3.0
510,2792,4.0
728,6913,4.0
1224,3161,5.0
551,894,3.0
1269,819,3.0
469,898,5.0
582,1022,5.0
615,356,3.0
1682,4147,5.0
1358,4943,2.0
1169,4379,5.0
209,1938,3.0
570,1329,4.0
1023,2057,5.0
1557,8240,4.0
858,5591,4.0
1036,5683,5.0
1330,7701,5.0
135,3033,5.0
333,856,5.0
1822,560,3.0
339,450,4.0
1130,4859,5.0
717,9737,5.0
1645,6734,5.0
299,2336,4.0
1289,9336,4.0
276,4077,4.0
19,568,2.0
794,6939,4.0
1549,4988,2.0
1329,5807,2.0
75,1603,4.0
389,237,3.0
1736,9458,4.0
1957,161,3.0
1718,7330,5.0
1786,357,2.0
1059,8268,3.0
402,2329,5.0
1531,4560,3.0
629,1680,4.0
235,3680,5.0
628,5028,5.0
1229,47,3.0
1385,7389,5.0
177,7239,3.0
504,341,5.0
833,4094,5.0
582,2491,4.0
592,322,4.0
924,4751,5.0
519,1399,4.0
1023,4493,5.0
1429,37,5.0
741,1669,4.0
1170,358,3.0
1265,7055,5.0
823,6514,3.0
843,625,4.0
1235,99,4.0
352,1845,4.0
660,6608,5.0
336,80,1.0
776,1919,5.0
1591,9699,5.0
229,5949,5.0
1342,1122,5.0
653,233,5.0
949,466,2.0
359,149,4.0
722,3409,3.0
778,5718,3.0
193,3209,5.0
1014,7315,5.0
320,1078,4.0
1218,292,1.0
1435,8405,5.0
659,6146,3.0
1668,2598,4.0
14,9,4.0
789,4031,4.0
1710,5410,4.0
1458,3096,5.0
490,4020,5.0
820,7166,4.0
1374,162,3.0
1761,7568,3.0
973,416,5.0
1704,288,5.0
801,7091,5.0
1679,5778,4.0
1350,2395,5.0
1242,1074,3.0
554,2902,5.0
524,5821,5.0
1729,800,5.0
1546,8704,3.0
1924,299,5.0
310,394,3.0
614,2206,5.0
1214,8655,5.0
1993,198,3.0
1974,9760,5.0
14,3,3.0
696,4747,3.0
1363,394,4.0
221,9276,3.0
896,1362,3.0
1435,343,5.0
761,6798,2.0
1219,7448,4.0
667,6632,4.0
794,531,5.0
1732,6819,5.0
677,8228,4.0
1483,358,4.0
858,357,3.0
1493,1828,3.0
312,8344,4.0
1101,6063,2.0
1238,1019,4.0
42,394,4.0
644,4398,4.0
734,1837,3.0
1283,2923,4.0
277,583,4.0
956,394,4.0
197,2497,4.0
1534,1328,5.0
939,357,4.0
1837,7501,4.0
1569,4718,3.0
856,6930,3.0
1706,2483,4.0
83,631,4.0
825,84,5.0
82,213,5.0
120,292,5.0
547,118,5.0
603,848,5.0
1091,6580,4.0
1798,5322,3.0
429,2462,4.0
187,208,4.0
392,3298,3.0
652,772,4.0
69,1069,2.0
393,2395,5.0
538,4947,5.0
1491,6730,5.0
1314,9489,4.0
1708,1481,4.0
1130,63,5.0
1219,8191,4.0
441,4763,1.0
128,819,3.0
922,182,4.0
144,300,4.0
1797,6252,4.0
891,4252,3.0
359,1352,4.0
315,2719,5.0
1694,3323,5.0
827,5862,5.0
1286,10,5.0
1146,374,5.0
1681,6641,5.0
1263,5095,5.0
1096,3033,5.0
1699,118,2.0
1344,249,3.0
141,2443,2.0
868,50,3.0
1273,3970,4.0
1800,8645,4.0
1051,357,5.0
1372,2000,4.0
696,4580,3.0
700,584,5.0
135,306,5.0
265,1865,4.0
685,1442,5.0
1197,8116,5.0
1984,8,4.0
802,6417,4.0
1863,1424,1.0
394,9793,4.0
454,607,4.0
672,255,4.0
224,738,5.0
1048,16,4.0
610,1335,2.0
1068,46,3.0
1423,35,3.0
130,1314,4.0
989,8240,3.0
1042,1828,5.0
1601,593,3.0
1833,1335,3.0
698,3329,5.0
1939,406,5.0
449,388,5.0
1165,385,4.0
550,120,4.0
1380,3388,5.0
205,3497,4.0
1379,1425,3.0
704,4374,5.0
1097,1,4.0
278,2247,4.0
50,888,4.0
603,1103,5.0
1159,352,5.0
935,7043,4.0
754,609,5.0
1220,39,5.0
105,535,3.0
950,0,5.0
108,208,5.0
317,209,5.0
700,624,4.0
1913,2305,5.0
103,6295,4.0
704,1512,5.0
655,903,5.0
649,374,5.0
522,5805,5.0
997,2493,4.0
306,4024,4.0
11,9328,2.0
793,7387,4.0
640,319,3.0
1293,3,3.0
1932,9341,4.0
702,6869,4.0
1744,6168,3.0
1442,7663,5.0
658,5357,3.0
927,3774,4.0
603,1054,4.0
436,357,5.0
42,251,5.0
182,3224,4.0
305,1844,5.0
802,5156,5.0
1959,368,4.0
1510,531,3.0
705,18,3.0
997,2735,5.0
512,2709,4.0
1948,1455,4.0
180,720,4.0
687,4845,2.0
201,9353,4.0
784,357,4.0
1654,6359,4.0
1139,7551,3.0
294,854,4.0
1435,1464,5.0
551,211,2.0
1245,6670,4.0
1890,5001,5.0
1341,2932,5.0
55,3163,5.0
795,10,5.0
1865,693,4.0
460,72,4.0
1765,513,4.0
1797,9573,4.0
1971,5040,3.0
1239,3418,5.0
702,4204,4.0
176,209,4.0
87,821,2.0
1520,681,3.0
1496,4280,1.0
491,5586,3.0
709,3033,5.0
1720,0,5.0
1379,3365,4.0
1944,9920,5.0
1237,4773,5.0
761,3298,3.0
1995,7480,4.0
261,919,4.0
978,5475,4.0
1761,4597,4.0
1649,5848,3.0
136,553,4.0
1900,8641,4.0
1438,819,5.0
214,549,4.0
369,4119,4.0
1752,6684,4.0
342,229,3.0
66,654,5.0
293,765,3.0
548,642,3.0
424,3784,4.0
453,667,3.0
381,146,4.0
1506,9594,3.0
324,958,2.0
557,4087,3.0
1612,2039,3.0
846,5357,4.0
1329,1229,4.0
735,4244,3.0
1039,1986,4.0
41,2623,4.0
1333,8530,5.0
234,4698,5.0
131,1596,5.0
805,1963,5.0
1500,382,3.0
1029,7817,3.0
1376,3114,5.0
497,1638,4.0
954,4499,5.0
1432,424,3.0
747,3111,3.0
639,607,5.0
1339,6325,5.0
657,2863,4.0
1750,203,5.0
1654,3409,3.0
1337,1634,4.0
868,3464,4.0
531,314,5.0
837,2924,3.0
1087,1347,4.0
557,1352,3.0
66,1800,3.0
1762,2236,3.0
719,1404,5.0
677,2719,4.0
374,263,5.0
662,2011,5.0
31,15,5.0
363,194,4.0
1811,91,5.0
888,6067,4.0
796,7944,3.0
413,1328,4.0
606,3534,4.0
564,208,4.0
1536,40,5.0
973,3231,4.0
1801,1213,3.0
1828,7657,3.0
173,519,4.0
748,2387,5.0
1772,205,5.0
507,367,4.0
471,510,5.0
1755,6397,3.0
196,85,3.0
195,479,5.0
1185,8224,4.0
1537,2001,3.0
741,8608,4.0
876,1648,4.0
519,50,4.0
1107,3427,4.0
1887,1866,4.0
1445,2807,4.0
1391,357,5.0
1862,7006,4.0
840,7092,4.0
374,8262,5.0
1267,21,4.0
1817,335,4.0
1844,5707,5.0
846,542,5.0
866,747,3.0
1349,3667,4.0
1556,3033,5.0
1728,2245,5.0
546,920,4.0
248,2333,3.0
1467,3438,5.0
914,84,5.0
679,3112,4.0
665,5975,4.0
1774,7288,3.0
988,4679,5.0
851,5672,3.0
932,4139,5.0
1538,9918,4.0
1355,8342,4.0
1222,3033,2.0
438,1422,3.0
1118,168,4.0
159,1367,4.0
256,689,2.0
1471,1461,5.0
1943,4069,5.0
156,299,5.0
328,4526,3.0
1517,6580,4.0
1700,2901,4.0
185,328,4.0
1617,1635,4.0
1053,1244,4.0
578,3731,4.0
1978,1302,4.0
626,2804,4.0
864,3911,4.0
1912,2681,3.0
1309,621,5.0
128,1700,4.0
1631,96,5.0
163,1496,3.0
401,7137,5.0
816,3253,5.0
49,1666,4.0
1085,7711,4.0
274,2246,5.0
1068,504,3.0
1195,2266,4.0
1819,4206,5.0
353,3435,4.0
1020,8737,4.0
456,1348,4.0
1359,8857,3.0
327,695,2.0
330,1818,4.0
359,319,4.0
316,841,5.0
907,69,1.0
56,1832,5.0
1983,3175,3.0
14,1809,5.0
1469,3804,3.0
1344,644,3.0
1393,1,4.0
845,617,5.0
362,333,5.0
275,201,4.0
899,300,5.0
1371,4971,3.0
1810,2975,5.0
415,8998,5.0
269,1085,4.0
1892,0,5.0
160,1223,4.0
437,5128,3.0
1612,6346,3.0
1132,9043,4.0
1730,6588,4.0
1925,222,5.0
324,1647,3.0
405,7008,3.0
298,4887,4.0
1327,4051,3.0
562,1315,4.0
106,5114,3.0
1163,7508,5.0
1601,778,3.0
801,3,2.0
1404,4880,5.0
1588,8738,3.0
1418,4425,3.0
1625,1669,3.0
1107,1213,5.0
1191,3036,4.0
22,1424,3.0
373,2623,5.0
1610,3302,2.0
585,3,4.0
1592,7571,2.0
920,587,5.0
912,3329,3.0
761,363,3.0
1096,2576,5.0
41,266,3.0
1001,1098,5.0
1006,1599,5.0
515,2393,4.0
1689,3709,5.0
947,8089,4.0
433,3298,4.0
1158,1404,4.0
154,4675,5.0
1464,116,4.0
292,213,1.0
1721,9359,4.0
1760,6508,2.0
1981,282,5.0
1596,8577,5.0
1482,4584,5.0
1476,2471,5.0
236,778,3.0
970,3329,3.0
163,1998,4.0
1329,213,3.0
940,74,4.0
1363,1110,4.0
1828,1028,4.0
72,2428,5.0
1103,259,5.0
324,1193,5.0
1830,524,3.0
1951,764,4.0
1159,1225,4.0
555,106,4.0
698,3058,3.0
1609,3962,3.0
354,501,5.0
1437,701,2.0
205,3161,4.0
987,535,4.0
1918,4523,3.0
440,1940,4.0
221,649,4.0
1423,69,4.0
1263,4338,4.0
24,710,4.0
1028,300,3.0
1218,80,3.0
174,3044,4.0
464,466,5.0
726,451,2.0
1786,1,5.0
1210,9617,4.0
945,264,4.0
690,4829,1.0
1419,6969,5.0
490,336,5.0
566,1788,3.0
789,1956,5.0
1979,2278,4.0
1534,3233,5.0
718,129,3.0
1113,3036,5.0
1068,378,3.0
720,2763,4.0
234,7421,2.0
666,465,4.0
635,7095,4.0
814,71,4.0
1885,9340,4.0
179,318,4.0
1190,7043,5.0
1772,9085,4.0
1790,1425,3.0
1884,4290,3.0
1179,6845,4.0
1746,9752,5.0
9,50,5.0
1694,982,5.0
553,585,4.0
1176,8801,4.0
1304,84,4.0
245,150,2.0
1432,3033,5.0
1895,419,2.0
1254,865,5.0
758,814,4.0
1712,624,3.0
437,4866,3.0
1733,5743,3.0
311,535,4.0
719,3826,5.0
754,3665,3.0
775,7753,4.0
86,1552,4.0
1868,8476,4.0
361,118,3.0
1907,2541,5.0
1428,6764,3.0
1958,385,3.0
345,2119,3.0
1052,3607,4.0
1565,7857,4.0
1462,4826,2.0
331,209,1.0
873,725,5.0
1661,3823,5.0
1489,4199,4.0
861,644,3.0
1724,5407,2.0
1887,4451,5.0
1140,1523,5.0
1374,7572,4.0
752,3518,4.0
73,236,5.0
1625,6260,4.0
636,10,5.0
852,345,4.0
5,8617,3.0
665,4340,4.0
1326,1599,5.0
1138,146,5.0
572,4884,5.0
1266,9523,5.0
628,34,5.0
753,3364,3.0
1788,208,5.0
1922,9592,4.0
482,6169,3.0
242,5177,4.0
1765,1506,5.0
184,4772,1.0
414,8890,4.0
876,7266,4.0
795,781,5.0
983,7493,3.0
477,263,5.0
1503,276,4.0
1183,8240,5.0
1263,7060,5.0
862,7046,5.0
613,602,3.0
1652,1033,4.0
647,6813,5.0
1023,8975,5.0
1882,7765,5.0
974,853,4.0
927,495,4.0
9,245,5.0
1052,5930,5.0
1291,3209,4.0
802,335,5.0
1518,1425,5.0
1001,2735,3.0
567,3039,4.0
1060,3438,4.0
1369,7357,4.0
1198,1604,5.0
648,156,5.0
1744,3392,4.0
1025,2542,3.0
205,337,4.0
273,3373,4.0
56,1,4.0
1654,10,3.0
547,39,4.0
1484,1786,4.0
1689,343,4.0
1768,8952,5.0
718,7222,4.0
1548,4814,4.0
379,1109,4.0
88,3743,4.0
1809,4147,4.0
1474,2356,4.0
395,5155,3.0
304,1820,5.0
547,208,5.0
1963,1329,4.0
1030,5266,4.0
1712,2235,4.0
201,5357,3.0
1821,3954,3.0
1094,5607,2.0
1530,9074,4.0
1118,7626,5.0
1856,7660,2.0
947,4615,2.0
1202,4648,3.0
1042,405,5.0
1618,9662,3.0
501,6008,4.0
960,4559,3.0
1655,3771,3.0
746,911,5.0
768,615,5.0
1026,527,5.0
1934,6146,5.0
1016,329,3.0
1793,1896,4.0
93,1332,5.0
510,6060,4.0
610,333,5.0
1851,3957,4.0
1022,4169,5.0
230,2189,3.0
940,2249,5.0
1428,3505,4.0
724,1425,2.0
1025,777,5.0
1745,31,3.0
1173,8240,5.0
1806,2191,3.0
453,4196,3.0
871,4911,3.0
21,3709,5.0
773,7855,2.0
1805,3,3.0
1759,3385,4.0
428,326,4.0
1653,1864,4.0
1602,1583,3.0
965,684,2.0
876,43,5.0
1267,383,3.0
1820,787,5.0
1178,335,4.0
1654,4197,4.0
957,1408,4.0
469,644,5.0
477,9356,4.0
1032,5831,5.0
429,2374,4.0
39,1104,3.0
256,4233,4.0
404,2236,4.0
1691,3824,5.0
